gene_id	chr_id	transcript_length	gene_group	description	GO-labels
Ec-24_003280	chr_24	291		NAD(P)-binding domain	GO:0008152,GO:0016491
Ec-24_003290	chr_24	504		Patched	GO:0008158,GO:0016020
Ec-24_003300	chr_24	3875	GBG-gametophyte	Patched	GO:0008158,GO:0016020
Ec-24_003310	chr_24	544		expressed unknown protein	   
Ec-24_003340	chr_24	798		Ankyrin repeat-containing domain	   
Ec-24_003350	chr_24	369	GBG-gametophyte	NAD(P)-binding domain	GO:0008152,GO:0016491
Ec-24_003360	chr_24	1562		EsV-1-199	   
Ec-24_003370	chr_24	5268		P-type ATPase  transmembrane domain	   
Ec-24_003380	chr_24	5596		Patched	GO:0008158,GO:0016020
Ec-24_003400	chr_24	3231	GBG-sporophyte	Patched	GO:0008158,GO:0016020
Ec-24_003410	chr_24	2228		Protein phosphatase 2C (PP2C)-like domain	GO:0003824
Ec-24_003430	chr_24	1041		Meiotic recombination protein DMC1/LIM15 homolog	GO:0003677,GO:0005524,GO:0008094,GO:0006259
Ec-24_003440	chr_24	6273		Histone deacetylase complex subunit SAP30 Sin3 binding domain	GO:0005515
Ec-24_003450	chr_24	4366	SBG-male,GBG-gametophyte	CheY-like superfamily	GO:0000156,GO:0000160,GO:0006355
Ec-24_003460	chr_24	1385		expressed unknown protein	   
Ec-24_003470	chr_24	2568		expressed unknown protein	   
Ec-24_003480	chr_24	1966		EsV-1-7 domain protein	NA
Ec-24_003490	chr_24	4458		Histone methylation DOT1	GO:0018024
Ec-24_003500	chr_24	1379		expressed unknown protein	   
Ec-24_003510	chr_24	924		expressed unknown protein	   
Ec-24_003520	chr_24	1965		Bacterial transferase hexapeptide repeat	GO:0009001,GO:0009069,GO:0016740
Ec-24_003530	chr_24	2074		Trimeric LpxA-like	GO:0016740
Ec-24_003540	chr_24	1972		conserved unknown protein	   
Ec-24_003550	chr_24	5795		S-adenosyl-L-methionine-dependent methyltransferase	   
Ec-24_003560	chr_24	3126		Diphthamide biosynthesis protein 2 putative	NA
Ec-24_003570	chr_24	3089		Spo11/DNA topoisomerase VI subunit A	GO:0000737,GO:0003677,GO:0005694
Ec-24_003580	chr_24	3013		violaxanthin de-epoxidase chloroplast precursor	GO:0009507,GO:0046422,GO:0055114
Ec-24_003590	chr_24	2189		Histone deacetylase superfamily	   
Ec-24_003600	chr_24	2365		Mitochondrial carrier domain	GO:0005488,GO:0006810,GO:0016020
Ec-24_003610	chr_24	1995		Alpha/Beta hydrolase fold	GO:0004806,GO:0006629
Ec-24_003620	chr_24	273		Hypothetical protein	   
Ec-24_003630	chr_24	2289		Rad1/Rec1/Rad17	GO:0005634,GO:0006281
Ec-24_003640	chr_24	2079		P-loop containing nucleoside triphosphate hydrolase	   
Ec-24_003650	chr_24	1905		Tetratricopeptide repeat containing protein	GO:0015969
Ec-24_003660	chr_24	2427		Histidine kinase-like ATPase C-terminal domain	GO:0016310,GO:0016772
Ec-24_003670	chr_24	2773		expressed unknown protein	   
Ec-24_003680	chr_24	2183		Proteasome assembly chaperone 3	   
Ec-24_003690	chr_24	2699		Ku70/Ku80 beta-barrel domain	GO:0003677,GO:0006303
Ec-24_003700	chr_24	3204		Golgi apparatus membrane protein TVP15	   
Ec-24_003710	chr_24	2296		expressed unknown protein	   
Ec-24_003720	chr_24	4684		Ankyrin repeat-containing domain	   
Ec-24_003730	chr_24	423		conserved unknown protein	   
Ec-24_003740	chr_24	372		conserved unknown protein	   
Ec-24_003750	chr_24	637		Arf GTPase activating protein	GO:0008060,GO:0008270,GO:0032312
Ec-24_003760	chr_24	348		conserved unknown protein	   
Ec-24_003770	chr_24	1007		conserved unknown protein	   
Ec-24_003780	chr_24	2077		Ankyrin repeat-containing domain	   
Ec-24_003790	chr_24	2707		Ankyrin repeat-containing domain	   
Ec-24_003810	chr_24	2111	SBG-female,GBG-sporophyte	von Willebrand factor type A	   
Ec-24_003820	chr_24	831		hypothetical protein	GO:0004872
Ec-24_003830	chr_24	867		Hypothetical protein	   
Ec-24_003840	chr_24	419		Hypothetical protein	   
Ec-24_003850	chr_24	783		Hypothetical protein	   
Ec-24_003860	chr_24	2189		von Willebrand factor type A	   
Ec-24_003870	chr_24	2214	SBG-female	von Willebrand A domain containing protein	GO:0004872
Ec-24_003880	chr_24	5059	GBG-sporophyte	von Willebrand factor type A	   
Ec-24_003890	chr_24	3454		Putative lysophospholipase	   
Ec-24_003900	chr_24	1991		Acyl carrier protein (ACP)	GO:0006633
Ec-24_003910	chr_24	1183		UbiA prenyltransferase family	GO:0004659,GO:0016021
Ec-24_003920	chr_24	2502		naphthoate synthase	GO:0003824,GO:0008152
Ec-24_003930	chr_24	882		Molybdenum cofactor biosynthesis MoeB	GO:0003824,GO:0005488,GO:0006464,GO:0006512,GO:0008152,GO:0008641
Ec-24_003940	chr_24	2819		putative ubiquitin activating enzyme	NA
Ec-24_003950	chr_24	249		hypothetical protein	   
Ec-24_003960	chr_24	3214		Choline transporter-like	   
Ec-24_003970	chr_24	1089	GBG-gametophyte	Choline transporter-like	   
Ec-24_003980	chr_24	159		Hypothetical protein	   
Ec-24_003990	chr_24	1908	GBG-gametophyte	Choline transporter-like	   
Ec-24_004000	chr_24	1434		hypothetical protein	   
Ec-24_004010	chr_24	1419		Tryptophan synthase beta subunit-like PLP-dependent enzyme	GO:0006520,GO:0030170
Ec-24_004020	chr_24	210		Hypothetical protein	   
Ec-24_004030	chr_24	6152		Actin family	   
Ec-24_004040	chr_24	534		Protein of unknown function DUF1042	   
Ec-24_004050	chr_24	1251		Mitochondrial protein import TIM8.13 complex subunit Tim13 homolog	GO:0006626,GO:0042719,GO:0045039
Ec-24_004060	chr_24	2472		Hypothetical protein	   
Ec-24_004080	chr_24	694		Hypothetical protein	   
Ec-24_004090	chr_24	1337		Thioredoxin-like fold	   
Ec-24_004100	chr_24	897		conserved unknown protein	   
Ec-24_004110	chr_24	3397		ATP-binding cassette transporter	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626
Ec-24_004120	chr_24	589		ABC transporter type 1 transmembrane domain	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
Ec-24_004130	chr_24	2379		P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626
Ec-24_004140	chr_24	6185		ABC membrane transporter	GO:0006810,GO:0005524,GO:0042626,GO:0016021,GO:0016887
Ec-24_004150	chr_24	2295		CRAL/TRIO N-terminal domain	   
Ec-24_004160	chr_24	4141		Zinc finger RING/FYVE/PHD-type	GO:0003676,GO:0005622,GO:0008270
Ec-24_004170	chr_24	3888		ABC transporter-like	GO:0005524,GO:0016887
Ec-24_004180	chr_24	3051		Ribose-phosphate diphosphokinase	GO:0000287,GO:0004749,GO:0009165
Ec-24_004190	chr_24	2587		Globin structural domain	GO:0005506,GO:0015671,GO:0019825,GO:0020037
Ec-24_004200	chr_24	2750		Armadillo-type fold	GO:0005488
Ec-24_004210	chr_24	4247		expressed unknown protein	   
Ec-24_004220	chr_24	2232		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-24_004230	chr_24	2562		peptidase-like	NA
Ec-24_004240	chr_24	3500	GBG-gametophyte	EsV-1-166	GO:0004553,GO:0005576,GO:0005975,GO:0030248
Ec-24_004250	chr_24	3467		Protein kinase-like domain	GO:0016772
Ec-24_004260	chr_24	4440		AVL9/DENND6 domain	   
Ec-24_004270	chr_24	5918	GBG-sporophyte	conserved unknown protein	   
Ec-24_004280	chr_24	189		Hypothetical protein	   
Ec-24_004290	chr_24	817		Hypothetical protein	   
Ec-24_004300	chr_24	2271		Seryl-tRNA synthetase	GO:0016876,GO:0003674,GO:0004828,GO:0004812,GO:0016875,GO:0003824,GO:0016874
Ec-24_004310	chr_24	913		Mitochondrial protein import TIM8.13 complex subunit Tim8 homolog	GO:0042719,GO:0006626,GO:0045039
Ec-24_004320	chr_24	3084		conserved unknown protein	   
Ec-24_004330	chr_24	465		conserved unknown protein	   
Ec-24_004340	chr_24	6108	GBG-gametophyte	Ankyrin repeat-containing domain	GO:0004674,GO:0006468
Ec-24_004350	chr_24	484		hypothetical protein	   
Ec-24_004360	chr_24	3077		Beta-1,6-glucan active enzyme family GH16	NA
Ec-24_004370	chr_24	1321		Acyl-CoA N-acyltransferase	   
Ec-24_004390	chr_24	4594		Trehalose 6-phosphate synthase family GT20 / Trehalose 6-phosphate phosphatase	GO:0003824,GO:0005992
Ec-24_004400	chr_24	2214		EsV-1-1	   
Ec-24_004410	chr_24	528		Glycosyl transferase family 20	GO:0003824,GO:0005992
Ec-24_004420	chr_24	1699		Hypothetical protein	   
Ec-24_004430	chr_24	2503		S-adenosyl-L-methionine-dependent methyltransferase	GO:0003676,GO:0008168,GO:0032259
Ec-24_004440	chr_24	3812		ATPase AAA-type core	GO:0005524
Ec-24_004450	chr_24	1113		Small nuclear ribonucleoprotein-associated protein D1	GO:0030529,GO:0016071
Ec-24_004460	chr_24	1247		Hypothetical protein	   
Ec-24_004470	chr_24	3185		conserved unknown protein	   
Ec-24_004480	chr_24	4605	GBG-gametophyte	RGS domain	GO:0038032
Ec-24_004490	chr_24	764		Hypothetical protein	   
Ec-25_000010	chr_25	1349		Leucine carboxyl methyltransferase	GO:0008168,GO:0032259
Ec-25_000020	chr_25	2263		dihydrolipoamide dehydrogenase	GO:0004148,GO:0005737,GO:0005960,GO:0016491,GO:0019464,GO:0045454,GO:0050660,GO:0055114
Ec-25_000030	chr_25	1626		conserved unknown protein	   
Ec-25_000040	chr_25	2057		Replication termination factor 2 RING-finger	GO:0005515,GO:0008270 
Ec-25_000050	chr_25	1686		Zinc finger GRF-type	GO:0008270
Ec-25_000060	chr_25	2414		Diacylglycerol acyltransferase	GO:0016747
Ec-25_000070	chr_25	7992	GBG-gametophyte	Hypothetical leucine rich repeat calmodulin binding protein	GO:0005515
Ec-25_000080	chr_25	461		Hypothetical protein	   
Ec-25_000090	chr_25	2663		tRNA methyltransferase TRMD/TRM10-type domain	   
Ec-25_000100	chr_25	3683		P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626
Ec-25_000110	chr_25	3468		NB-ARC and TPR repeat-containing protein	GO:0005524,GO:0006915
Ec-25_000120	chr_25	3856		Bromodomain	GO:0005515
Ec-25_000130	chr_25	1366		Maf-like protein	GO:0005737
Ec-25_000140	chr_25	1957		Dihydrolipoamide acetyltransferase	GO:0008152,GO:0008415
Ec-25_000150	chr_25	3297		NADH:ubiquinone oxidoreductase intermediate-associated protein 30	   
Ec-25_000160	chr_25	540		hypothetical protein	   
Ec-25_000170	chr_25	1467		Ankyrin repeat-containing domain	   
Ec-25_000180	chr_25	2440		P-loop containing nucleoside triphosphate hydrolase	   
Ec-25_000190	chr_25	1019		Hypothetical protein	   
Ec-25_000210	chr_25	1231		Peptidase C26 gamma-glutamyl hydrolase	GO:0003824,GO:0006541,GO:0008242
Ec-25_000220	chr_25	2341	SBG-female	Destroys Superoxide radical to produce hydrogen peroxide	GO:0004784,GO:0006801,GO:0046872,GO:0055114
Ec-25_000230	chr_25	1923		hypothetical protein	   
Ec-25_000240	chr_25	606		P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0016887
Ec-25_000250	chr_25	1278		Protein notum homologue	   
Ec-25_000260	chr_25	2288		Protein of unknown function UPF0301	   
Ec-25_000270	chr_25	7464	GBG-gametophyte	Acyl carrier protein-like	   
Ec-25_000280	chr_25	3047		Hypothetical protein	   
Ec-25_000290	chr_25	4193		EsV-1-164	   
Ec-25_000300	chr_25	685		Peptidase M76 ATP23	GO:0004222
Ec-25_000310	chr_25	2136		Nucleoporin NSP1/NUP62	GO:0005643,GO:0017056
Ec-25_000320	chr_25	2283		Staphylococcal nuclease (SNase-like) OB-fold	GO:0003676,GO:0016788
Ec-25_000330	chr_25	2040		hypothetical protein	   
Ec-25_000340	chr_25	2162		expressed unknown protein	   
Ec-25_000350	chr_25	654		hypothetical protein	   
Ec-25_000360	chr_25	3830	GBG-sporophyte	expressed unknown protein	   
Ec-25_000370	chr_25	3371		hypothetical protein	GO:0005215,GO:0005488,GO:0006810
Ec-25_000380	chr_25	3784		expressed unknown protein	GO:0005215,GO:0005488,GO:0006810 
Ec-25_000390	chr_25	2728		GPI inositol-deacylase PGAP1-like	GO:0006505,GO:0006886,GO:0016788
Ec-25_000400	chr_25	2115		conserved unknown protein	   
Ec-25_000410	chr_25	2802		Basic-leucine zipper domain	GO:0003700,GO:0006355,GO:0043565
Ec-25_000420	chr_25	853		expressed unknown protein	   
Ec-25_000430	chr_25	854		Hypothetical protein	   
Ec-25_000440	chr_25	9544		hypothetical protein	GO:0004190,GO:0006508 
Ec-25_000450	chr_25	2673		Bystin	   
Ec-25_000470	chr_25	6073		WD40-repeat-containing domain	GO:0005515
Ec-25_000480	chr_25	3084		conserved unknown protein	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-25_000490	chr_25	1265		Cytochrome b5-like heme/steroid binding domain	GO:0020037
Ec-25_000500	chr_25	5049		Tetratricopeptide-like helical domain	GO:0005515
Ec-25_000510	chr_25	5909		HECT	GO:0004842
Ec-25_000520	chr_25	2231		similar to ubiquitin	GO:0006464
Ec-25_000540	chr_25	486		Amino acid transporter transmembrane	   
Ec-25_000550	chr_25	1269	GBG-gametophyte	Triose-phosphate transporter domain	   
Ec-25_000560	chr_25	6895		Armadillo-type fold	GO:0005488
Ec-25_000570	chr_25	1629		RNase P subunit p30	GO:0004540,GO:0008033
Ec-25_000580	chr_25	4245	SBG-male	conserved unknown protein	   
Ec-25_000590	chr_25	1681		Alpha/beta knot methyltransferases	GO:0005634
Ec-25_000600	chr_25	3216		Vps5 C-terminal	GO:0005515,GO:0007154,GO:0035091
Ec-25_000610	chr_25	2826	GBG-gametophyte	hypothetical protein	   
Ec-25_000620	chr_25	2074		EF-hand domain pair	GO:0005509
Ec-25_000630	chr_25	844		expressed unknown protein	   
Ec-25_000640	chr_25	783		hypothetical protein	   
Ec-25_000650	chr_25	3599		Nucleolar complex protein 4	GO:0042254
Ec-25_000660	chr_25	1167		hypothetical protein	   
Ec-25_000670	chr_25	2328		putative lactoylglutathione lyase putative glyoxalase I putative FUNCTIONS IN: lactoylglutathione lyase activity metal ion binding INVOLVED IN: response to cold carbohydrate metabolic process L	NA
Ec-25_000680	chr_25	339		conserved unknown protein	   
Ec-25_000690	chr_25	4271		conserved unknown protein	   
Ec-25_000700	chr_25	1880		Ribosomal protein S1 RNA-binding domain	GO:0003676
Ec-25_000710	chr_25	6681		Afadi lpha-actinin-binding	   
Ec-25_000720	chr_25	2520		expressed unknown protein	   
Ec-25_000730	chr_25	3096		Pre-mRNA splicing Prp18-interacting factor	GO:0003676,GO:0008270
Ec-25_000740	chr_25	1918		Helicase C-terminal	   
Ec-25_000750	chr_25	2125		S-adenosyl-L-methionine-dependent methyltransferase	   
Ec-25_000760	chr_25	4499		Endoribonuclease L-PSP/chorismate mutase-like	   
Ec-25_000770	chr_25	2174		Hypothetical protein	   
Ec-25_000780	chr_25	3798		hypothetical protein	   
Ec-25_000790	chr_25	5351		LRR-GTPase of the ROCO family	GO:0005525,GO:0005622,GO:0007264
Ec-25_000800	chr_25	640		Hypothetical leucine rich repeat protein	GO:0005515
Ec-25_000810	chr_25	1853		ATP binding protein MinD bacterial-type	GO:0000918,GO:0006200,GO:0016887
Ec-25_000820	chr_25	2853		Hypothetical protein	   
Ec-25_000830	chr_25	1380		Calcineurin-like phosphoesterase domain apaH type	GO:0016787
Ec-25_000840	chr_25	1957		Mpv17/PMP22	GO:0016021
Ec-25_000850	chr_25	1853		Small GTPase superfamily Rho type	GO:0005525,GO:0005622,GO:0007264
Ec-25_000860	chr_25	2343		conserved unknown protein	   
Ec-25_000870	chr_25	395		hypothetical protein	GO:0003824,GO:0005488,GO:0008152
Ec-25_000880	chr_25	4788		Plant homeodomain (PHD) finger domain	GO:0005515,GO:0008270
Ec-25_000890	chr_25	357		tRNA (guanine-N1-)-methyltransferase N-terminal	GO:0003723,GO:0006396,GO:0008173
Ec-25_000900	chr_25	3810		Casein kinase II regulatory subunit	GO:0005956,GO:0019887
Ec-25_000910	chr_25	330		HECT	GO:0004842
Ec-25_000920	chr_25	498		HECT	GO:0004842
Ec-25_000930	chr_25	171		hypothetical protein	   
Ec-25_000940	chr_25	1408		Hypothetical protein	   
Ec-25_000960	chr_25	255		Hypothetical protein	   
Ec-25_000970	chr_25	2656		Armadillo-like helical	   
Ec-25_000980	chr_25	2299		Nucleophile aminohydrolases N-terminal	GO:0004175,GO:0004298,GO:0005839,GO:0006511,GO:0051603
Ec-25_000990	chr_25	841		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0008685,GO:0016114
Ec-25_001000	chr_25	1573		Pentatricopeptide repeat	   
Ec-25_001010	chr_25	3705		Nicastrin	GO:0016021,GO:0016485
Ec-25_001020	chr_25	1325	SBG-male,GBG-gametophyte	hypothetical protein	   
Ec-25_001030	chr_25	4299		Similar to mitochondrial import receptor Tom70	NA
Ec-25_001040	chr_25	1690		expressed unknown protein	   
Ec-25_001050	chr_25	865	GBG-gametophyte	hypothetical protein	   
Ec-25_001060	chr_25	1961		Hypothetical protein	   
Ec-25_001070	chr_25	3366		Sulfotransferase domain	GO:0008146
Ec-25_001080	chr_25	2635	GBG-gametophyte	Pectin lyase fold	   
Ec-25_001090	chr_25	3719	GBG-gametophyte	Pectin lyase fold/virulence factor	   
Ec-25_001100	chr_25	2681	GBG-gametophyte	Ankyrin repeat-containing domain	   
Ec-25_001110	chr_25	4222		ATPase AAA-type core	GO:0005524
Ec-25_001120	chr_25	4313		Choline transporter-like	   
Ec-25_001130	chr_25	7977		expressed unknown protein	   
Ec-25_001140	chr_25	4598		hypothetical protein	   
Ec-25_001150	chr_25	1718		expressed unknown protein	   
Ec-25_001160	chr_25	2718		Hypothetical protein	   
Ec-25_001170	chr_25	1495		RWP-RK domain	   
Ec-25_001180	chr_25	3404		Cyclic nucleotide-binding domain	   
Ec-25_001190	chr_25	1561		Putative tyrosine phosphatase 	NA
Ec-25_001200	chr_25	771		Hypothetical protein	   
Ec-25_001210	chr_25	1030		Hypothetical protein	   
Ec-25_001220	chr_25	6412	GBG-gametophyte	Leucine rich repeat receptor kinase	GO:0004713,GO:0006468
Ec-25_001230	chr_25	8862		WD40-repeat-containing domain	GO:0005515
Ec-25_001240	chr_25	3328		similar to Uncharacterized protein conserved in bacteria with a cystatin-like fold 	GO:0005515
Ec-25_001250	chr_25	2527		hypothetical protein	   
Ec-25_001260	chr_25	585		Hypothetical protein	   
Ec-25_001270	chr_25	975		hypothetical protein	   
Ec-25_001280	chr_25	1327		expressed unknown protein	   
Ec-25_001290	chr_25	1681		Thioredoxin-like fold	   
Ec-25_001310	chr_25	3994		DNA repair protein Mre11	GO:0004527,GO:0006259
Ec-25_001320	chr_25	501		Ankyrin repeat-containing domain	   
Ec-25_001330	chr_25	1296		hypothetical protein	   
Ec-25_001340	chr_25	191		ankyrin domain protein ank2	   
Ec-25_001350	chr_25	12570	SBG-male	Dynein heavy chain domain	GO:0003777,GO:0007018,GO:0030286
Ec-25_001360	chr_25	3459		Fe-S hydro-lyase tartrate dehydratase beta-type catalytic domain	GO:0016836
Ec-25_001370	chr_25	3525		IAP100 protein	NA
Ec-25_001380	chr_25	2826		hypothetical protein	   
Ec-25_001390	chr_25	2724		Uncharacterised domain DM10	GO:0005215,GO:0006810,GO:0016020
Ec-25_001400	chr_25	5726		Vacuolar protein sorting-associated protein 13A N-terminal domain	   
Ec-25_001410	chr_25	1743		expressed unknown protein	   
Ec-25_001430	chr_25	4362		Peptidase M41	GO:0004222,GO:0005524,GO:0006508
Ec-25_001440	chr_25	2079		ubiquinol cytochrome c reductase subunit QCR9	GO:0003700,GO:0005622,GO:0006355,GO:0043565
Ec-25_001450	chr_25	1960		expressed unknown protein	   
Ec-25_001470	chr_25	2646		NADP-dependent oxidoreductase domain	GO:0016491,GO:0055114 
Ec-25_001480	chr_25	2469		Peroxin-3 domain	GO:0007031,GO:0005779
Ec-25_001490	chr_25	2942		NADP-dependent oxidoreductase domain	GO:0016491,GO:0055114
Ec-25_001500	chr_25	1578	SBG-female	Quinonprotein alcohol dehydrogenase-like domain	   
Ec-25_001510	chr_25	6219	GBG-sporophyte	Pectin lyase fold/virulence factor	   
Ec-25_001520	chr_25	4743	SBG-male	Pectin lyase fold/virulence factor	NA
Ec-25_001530	chr_25	3481		Glycoside-hydrolase family GH114 TIM-barrel domain	   
Ec-25_001540	chr_25	4518		Tetratricopeptide-like helical domain	GO:0005515
Ec-25_001550	chr_25	2586		N-acetyltransferase ESCO acetyl-transferase domain	GO:0003684,GO:0003887,GO:0006281 
Ec-25_001560	chr_25	2170		Hypothetical protein	   
Ec-25_001570	chr_25	7186	GBG-sporophyte	Pectin lyase fold/virulence factor	   
Ec-25_001580	chr_25	4575	SBG-male	hypothetical protein	   
Ec-25_001590	chr_25	1365		hypothetical protein	   
Ec-25_001600	chr_25	216		Hypothetical protein	   
Ec-25_001610	chr_25	918		TRAM/LAG1/CLN8 homology domain	GO:0016021
Ec-25_001620	chr_25	1352		expressed unknown protein	   
Ec-25_001630	chr_25	3272		Ankyrin repeat-containing domain	   
Ec-25_001640	chr_25	4585		expressed unknown protein	   
Ec-25_001650	chr_25	3331	SBG-male	Tubular mastigoneme-related gene	NA
Ec-25_001660	chr_25	1172		DnaJ  domain containing protein - likely pseudogene	GO:0031072
Ec-25_001670	chr_25	835		PDZ domain	GO:0005515
Ec-25_001680	chr_25	514		Hypothetical protein	   
Ec-25_001690	chr_25	4163		hypothetical protein	   
Ec-25_001700	chr_25	2111		expressed unknown protein	   
Ec-25_001710	chr_25	2573		Thioredoxin-like fold	   
Ec-25_001720	chr_25	4884	SBG-male,GBG-gametophyte	PDZ domain	GO:0005515
Ec-25_001730	chr_25	3318	GBG-gametophyte	hypothetical protein	   
Ec-25_001740	chr_25	2421		Plastid lipid-associated protein/fibrillin conserved domain	GO:0005215,GO:0006810,GO:0016020
Ec-25_001750	chr_25	796		Translation Initiation factor eIF- 4e	GO:0003723,GO:0003743,GO:0005737,GO:0006413
Ec-25_001760	chr_25	642		Protein kinase-like domain	GO:0016772
Ec-25_001770	chr_25	1103		expressed unknown protein	   
Ec-25_001780	chr_25	3199		expressed unknown protein	   
Ec-25_001790	chr_25	1336		hypothetical protein	   
Ec-25_001800	chr_25	1669		DnaJ  domain containing protein	GO:0006457,GO:0051082,GO:0031072
Ec-25_001810	chr_25	1014		conserved unknown protein	GO:0005515,GO:0008270
Ec-25_001820	chr_25	4478	GBG-gametophyte	NLI interacting factor	GO:0005515
Ec-25_001830	chr_25	3531		Protein of unknown function DUF227	GO:0004674,GO:0006468
Ec-25_001840	chr_25	2083		ssDNA-binding transcriptional regulator	GO:0003677,GO:0006355
Ec-25_001850	chr_25	4882		Mannuronan C-5-epimerase	NA
Ec-25_001860	chr_25	9786	SBG-male,GBG-gametophyte	hypothetical protein	GO:0015986,GO:0045261,GO:0046933,GO:0046961 
Ec-25_001870	chr_25	2016	SBG-male	hypothetical protein	   
Ec-25_001880	chr_25	6722		Winged helix-turn-helix DNA-binding domain	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Ec-25_001890	chr_25	4906	GBG-sporophyte	C2H2 zinc finger protein	GO:0003676,GO:0005622,GO:0008270
Ec-25_001900	chr_25	3131		Formate-tetrahydrofolate ligase FTHFS	GO:0004329,GO:0005524,GO:0009396
Ec-25_001910	chr_25	2281		expressed unknown protein	   
Ec-25_001920	chr_25	3158		LanC lantibiotic synthetase component C-like 2	NA
Ec-25_001930	chr_25	4818		Per1-like	   
Ec-25_001940	chr_25	3144		Heat shock factor (HSF)-type DNA-binding	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Ec-25_001950	chr_25	1932		hypothetical protein	   
Ec-25_001960	chr_25	1493		expressed unknown protein	   
Ec-25_001970	chr_25	2174		Association with the SNF1 complex (ASC) domain	GO:0005515
Ec-25_001980	chr_25	2300		expressed unknown protein	   
Ec-25_001990	chr_25	1901		Ribonuclease H-like domain	GO:0003676
Ec-25_002000	chr_25	1631		Nicotinamide N-methyltransferase-like	   
Ec-25_002010	chr_25	2349		Peptidase C19 ubiquitin carboxyl-terminal hydrolase	GO:0006511,GO:0036459
Ec-25_002020	chr_25	4883		Ubiquitin-specific protease 16	GO:0004221,GO:0006511
Ec-25_002030	chr_25	4006		Alpha/Beta hydrolase fold	   
Ec-25_002040	chr_25	3614		RGS domain	GO:0038032
Ec-25_002050	chr_25	1911		expressed unknown protein	   
Ec-25_002060	chr_25	4359		expressed unknown protein	   
Ec-25_002070	chr_25	4593	SBG-female	hypothetical protein	   
Ec-25_002080	chr_25	1450		Cwf19-like protein C-terminal domain-2	   
Ec-25_002090	chr_25	527		Hypothetical protein	   
Ec-25_002100	chr_25	939		expressed unknown protein	   
Ec-25_002110	chr_25	2036		UbiA prenyltransferase family	GO:0004659,GO:0016021
Ec-25_002120	chr_25	4840		Rab-GTPase-TBC domain	GO:0005097,GO:0032313
Ec-25_002130	chr_25	999		Aldo/keto reductase	GO:0016491,GO:0055114
Ec-25_002140	chr_25	102		hypothetical protein	   
Ec-25_002150	chr_25	606		hypothetical protein	   
Ec-25_002160	chr_25	291		Ankyrin repeat-containing domain	   
Ec-25_002170	chr_25	1164		hypothetical protein	   
Ec-25_002180	chr_25	1584		EsV-1-213	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-25_002190	chr_25	2766		conserved unknown protein	   
Ec-25_002200	chr_25	516		hypothetical protein	   
Ec-25_002210	chr_25	3070		conserved unknown protein	   
Ec-25_002220	chr_25	1894		 	   
Ec-25_002230	chr_25	3530	SBG-female	conserved unknown protein	   
Ec-25_002240	chr_25	1531		NAD(P)-binding domain	GO:0008152,GO:0016491
Ec-25_002250	chr_25	1204		S-adenosyl-L-methionine-dependent methyltransferase	   
Ec-25_002260	chr_25	1074	GBG-sporophyte	Alpha/Beta hydrolase fold	   
Ec-25_002270	chr_25	2554	GBG-sporophyte	Alpha/Beta hydrolase fold	   
Ec-25_002290	chr_25	2369		Quinonprotein alcohol dehydrogenase-like superfamily	   
Ec-25_002300	chr_25	5717		Armadillo-type fold	GO:0005488
Ec-25_002310	chr_25	2558		Nucleotide-binding alpha-beta plait domain	GO:0000166
Ec-25_002320	chr_25	993		FNIP	   
Ec-25_002330	chr_25	168		Hypothetical protein	   
Ec-25_002340	chr_25	711		hypothetical protein	   
Ec-25_002350	chr_25	777		hypothetical protein	   
Ec-25_002360	chr_25	3361		Hypothetical protein	   
Ec-25_002370	chr_25	1945		Zinc finger RanBP2-type	GO:0008270
Ec-25_002380	chr_25	2641		FAD/NAD-linked reductase dimerisation domain	GO:0016491,GO:0050660,GO:0055114
Ec-25_002390	chr_25	853		Hypothetical protein	   
Ec-25_002400	chr_25	3000		Quinolinate synthetase A	GO:0008987,GO:0009435,GO:0051539
Ec-25_002410	chr_25	357		Hypothetical protein	   
Ec-25_002420	chr_25	2795		Ankyrin repeat-containing domain	   
Ec-25_002430	chr_25	3625	GBG-sporophyte	Pectin lyase fold/virulence factor	   
Ec-25_002440	chr_25	2001		expressed unknown protein	   
Ec-25_002450	chr_25	1934		Alpha/gamma-adaptin-binding protein p34	   
Ec-25_002460	chr_25	2110		Dynein light chain type 1/2	GO:0005875,GO:0007017
Ec-25_002470	chr_25	8450		Notch domain	GO:0016020,GO:0030154
Ec-25_002480	chr_25	681		expressed unknown protein	   
Ec-25_002490	chr_25	3417		U box domain	GO:0004842,GO:0016567
Ec-25_002500	chr_25	721		hypothetical protein	   
